code,complexity
"def min_partition_diff(arr):
    n=len(arr)
    total=sum(arr)
    best=total
    def dfs(i, s):
        nonlocal best
        if i==n:
            diff=abs(total-2*s)
            if diff<best:
                best=diff
            return
        dfs(i+1, s)
        dfs(i+1, s+arr[i])
    dfs(0,0)
    return best

print(min_partition_diff([1,6,11,5]))
",O(2 ^ n)
"def min_cover(sets, universe):
    n=len(sets)
    best=[float('inf')]
    def dfs(i, chosen):
        if chosen>=1<<n:
            return
        if i==n:
            covered=set()
            for j in range(n):
                if chosen>>j & 1:
                    covered|=sets[j]
            if covered>=universe:
                bits=bin(chosen).count('1')
                if bits<best[0]:
                    best[0]=bits
            return
        dfs(i+1, chosen)
        dfs(i+1, chosen | (1<<i))
    dfs(0,0)
    return best[0]

print(min_cover([set([1,2]),set([2,3]),set([1,3])], set([1,2,3])))
",O(2 ^ n)
"def subset_sums(nums):
    res=[]
    n=len(nums)
    def dfs(i, s):
        if i==n:
            res.append(s)
            return
        dfs(i+1, s)
        dfs(i+1, s+nums[i])
    dfs(0,0)
    return res

print(len(subset_sums(list(range(18)))))
",O(2 ^ n)
"def gray(n):
    if n==0:
        return [0]
    prev=gray(n-1)
    add=1<<(n-1)
    return prev+[x|add for x in reversed(prev)]

g=gray(15)
print(len(g))
",O(2 ^ n)
"def sat_count(n, expr):
    def dfs(i, assign):
        if i==n:
            return 1 if expr(assign) else 0
        return dfs(i+1, assign+[False])+dfs(i+1, assign+[True])
    return dfs(0, [])

print(sat_count(10, lambda a: sum(a)%3==0))
",O(2 ^ n)
"def longest_pal_subseq_bruteforce(s):
    best=0
    n=len(s)
    cur=[]
    def dfs(i):
        nonlocal best
        if i==n:
            t=''.join(cur)
            if t==t[::-1] and len(t)>best:
                best=len(t)
            return
        dfs(i+1)
        cur.append(s[i])
        dfs(i+1)
        cur.pop()
    dfs(0)
    return best

print(longest_pal_subseq_bruteforce('character'))
",O(2 ^ n)
"def power_set(lst):
    res=[[]]
    for x in lst:
        res += [r+[x] for r in res]
    return res

print(len(power_set(list(range(16)))))
",O(2 ^ n)
"class Splitter:
    def __init__(self, items):
        self.items=items
        self.n=len(items)
        self.best=None
    def search(self):
        a=[]
        b=[]
        self.best=[]
        def dfs(i):
            if i==self.n:
                self.best.append((tuple(a),tuple(b)))
                return
            a.append(self.items[i]); dfs(i+1); a.pop()
            b.append(self.items[i]); dfs(i+1); b.pop()
        dfs(0)
        return self.best

s=Splitter([1,2,3,4,5,6])
print(len(s.search()))
",O(2 ^ n)
"def letter_case_permutations(s):
    res=[]
    def dfs(i, cur):
        if i==len(s):
            res.append(''.join(cur))
            return
        if s[i].isalpha():
            cur.append(s[i].lower()); dfs(i+1, cur); cur.pop()
            cur.append(s[i].upper()); dfs(i+1, cur); cur.pop()
        else:
            cur.append(s[i]); dfs(i+1, cur); cur.pop()
    dfs(0, [])
    return res

print(len(letter_case_permutations('a1b2c3d4e5')))
",O(2 ^ n)
"def coin_outcomes(n):
    out=[]
    def dfs(i, cur):
        if i==n:
            out.append(''.join(cur))
            return
        cur.append('H'); dfs(i+1, cur); cur.pop()
        cur.append('T'); dfs(i+1, cur); cur.pop()
    dfs(0, [])
    return out

print(len(coin_outcomes(18)))
",O(2 ^ n)
"def can_sum(nums, target):
    n = len(nums)
    def dfs(i, s):
        if i == n:
            return s == target
        return dfs(i + 1, s) or dfs(i + 1, s + nums[i])
    return dfs(0, 0)
",O(2 ^ n)
"def power_set(arr):
    res = []
    cur = []
    def backtrack(i):
        if i == len(arr):
            res.append(cur[:])
            return
        backtrack(i + 1)
        cur.append(arr[i])
        backtrack(i + 1)
        cur.pop()
    backtrack(0)
    return res
",O(2 ^ n)
"def fib(n):
    if n < 2:
        return n
    return fib(n - 1) + fib(n - 2)
",O(2 ^ n)
"def subseqs(s):
    out = []
    buf = []
    def go(i):
        if i == len(s):
            out.append(''.join(buf))
            return
        go(i + 1)
        buf.append(s[i])
        go(i + 1)
        buf.pop()
    go(0)
    return out
",O(2 ^ n)
"def brute_max_xor(nums):
    best = 0
    n = len(nums)
    def dfs(i, x):
        nonlocal best
        if i == n:
            if x > best:
                best = x
            return
        dfs(i + 1, x)
        dfs(i + 1, x ^ nums[i])
    dfs(0, 0)
    return best
",O(2 ^ n)
"def count_truth(clauses, variables):
    m = len(variables)
    cnt = 0
    def dfs(i, env):
        nonlocal cnt
        if i == m:
            ok = True
            for cl in clauses:
                satisfied = False
                for lit in cl:
                    if lit[0] == '!':
                        if not env[lit[1:]]:
                            satisfied = True
                            break
                    else:
                        if env[lit]:
                            satisfied = True
                            break
                if not satisfied:
                    ok = False
                    break
            if ok:
                cnt += 1
            return
        v = variables[i]
        env[v] = False
        dfs(i + 1, env)
        env[v] = True
        dfs(i + 1, env)
        env.pop(v)
    dfs(0, {})
    return cnt
",O(2 ^ n)
"def gray(n):
    if n == 0:
        return ['']
    g = gray(n - 1)
    return ['0' + x for x in g] + ['1' + x for x in reversed(g)]
",O(2 ^ n)
"def count_divisible(arr, k):
    cnt = 0
    n = len(arr)
    def dfs(i, mod):
        nonlocal cnt
        if i == n:
            if mod % k == 0:
                cnt += 1
            return
        dfs(i + 1, mod)
        dfs(i + 1, (mod + arr[i]) % k)
    dfs(0, 0)
    return cnt
",O(2 ^ n)
"def min_diff(nums):
    n = len(nums)
    total = sum(nums)
    best = [float('inf')]
    def dfs(i, s):
        if i == n:
            d = abs(total - 2 * s)
            if d < best[0]:
                best[0] = d
            return
        dfs(i + 1, s)
        dfs(i + 1, s + nums[i])
    dfs(0, 0)
    return best[0]
",O(2 ^ n)
"def has_product(nums, target):
    n = len(nums)
    def dfs(i, p):
        if i == n:
            return p == target
        return dfs(i + 1, p) or dfs(i + 1, p * nums[i])
    return dfs(0, 1)
",O(2 ^ n)
"def bit_subsets(arr):
    n = len(arr)
    res = []
    for mask in range(1 << n):
        tmp = []
        for i in range(n):
            if (mask >> i) & 1:
                tmp.append(arr[i])
        res.append(tmp)
    return res
",O(2 ^ n)
"class BoolVectors:
    def gen(self, n):
        res = []
        cur = [False] * n
        def rec(i):
            if i == n:
                res.append(cur[:])
                return
            cur[i] = False
            rec(i + 1)
            cur[i] = True
            rec(i + 1)
        rec(0)
        return res
",O(2 ^ n)
"def target_sum_ways(nums, target):
    cnt = 0
    n = len(nums)
    def dfs(i, s):
        nonlocal cnt
        if i == n:
            if s == target:
                cnt += 1
            return
        dfs(i + 1, s + nums[i])
        dfs(i + 1, s - nums[i])
    dfs(0, 0)
    return cnt
",O(2 ^ n)
"def pal_subseq_count(s):
    n = len(s)
    total = 0
    def dfs(i, t):
        nonlocal total
        if i == n:
            if t and t == t[::-1]:
                total += 1
            return
        dfs(i + 1, t)
        dfs(i + 1, t + s[i])
    dfs(0, '')
    return total
",O(2 ^ n)
"def subset_or(nums):
    ans = 0
    n = len(nums)
    def rec(i, val):
        nonlocal ans
        if i == n:
            if val > ans:
                ans = val
            return
        rec(i + 1, val)
        rec(i + 1, val | nums[i])
    rec(0, 0)
    return ans
",O(2 ^ n)
"def count_subsets(arr):
    n = len(arr)
    stack = [(0, 0)]
    cnt = 0
    while stack:
        i, s = stack.pop()
        if i == n:
            cnt += 1
        else:
            stack.append((i + 1, s))
            stack.append((i + 1, s + arr[i]))
    return cnt
",O(2 ^ n)
"def all_bits(n):
    out = []
    def gen(k, pref):
        if k == n:
            out.append(pref)
            return
        gen(k + 1, pref + '0')
        gen(k + 1, pref + '1')
    gen(0, '')
    return out
",O(2 ^ n)
"def powerset(a):
    res=[]
    def dfs(i,path):
        if i==len(a):
            res.append(path[:])
            return
        path.append(a[i]); dfs(i+1,path); path.pop(); dfs(i+1,path)
    dfs(0,[])
    return res
x=powerset([1,2,3,4,5])
len(x)
",O(2 ^ n)
"def f(n):
    if n<2:
        return n
    return f(n-1)+f(n-2)
print(f(20))
",O(2 ^ n)
"def sat(clauses,m):
    assign=[None]*(m+1)
    ans=[False]
    def dfs(i):
        if ans[0]:
            return
        if i>m:
            for cl in clauses:
                ok=False
                for lit in cl:
                    v=abs(lit); val=assign[v]
                    if (lit>0 and val==True) or (lit<0 and val==False):
                        ok=True; break
                if not ok:
                    return
            ans[0]=True
            return
        assign[i]=False; dfs(i+1)
        assign[i]=True; dfs(i+1)
        assign[i]=None
    dfs(1)
    return ans[0]
print(sat([[1,-2],[2,3],[-1,-3]],3))
",O(2 ^ n)
"def min_diff(nums):
    best=[float('inf')]
    def dfs(i,total):
        if i==len(nums):
            if abs(total)<best[0]:
                best[0]=abs(total)
            return
        dfs(i+1,total+nums[i])
        dfs(i+1,total-nums[i])
    dfs(0,0)
    return best[0]
print(min_diff([7,3,2,5,8]))
",O(2 ^ n)
"def subseqs(s):
    out=[]
    def go(i,buf):
        if i==len(s):
            out.append(buf)
            return
        go(i+1,buf+s[i])
        go(i+1,buf)
    go(0,'')
    return out
r=subseqs('abcd')
len(r)
",O(2 ^ n)
"def all_partitions(s):
    if not s:
        return [[]]
    res=[]
    n=len(s)
    def dfs(i,cur,parts):
        if i==n:
            res.append(parts+[cur])
            return
        dfs(i+1,cur+s[i],parts)
        dfs(i+1,s[i],parts+[cur])
    dfs(1,s[0],[])
    return res
print(len(all_partitions('abcd')))
",O(2 ^ n)
"def gray(n):
    if n==0:
        return ['']
    g=gray(n-1)
    return ['0'+x for x in g]+['1'+x for x in reversed(g)]
print(len(gray(6)))
",O(2 ^ n)
"def cnt_xor(a,t):
    c=[0]
    def dfs(i,x):
        if i==len(a):
            if x==t:
                c[0]+=1
            return
        dfs(i+1,x^a[i])
        dfs(i+1,x)
    dfs(0,0)
    return c[0]
print(cnt_xor([1,2,3,4],6))
",O(2 ^ n)
"def all_sums(nums):
    res=set()
    def go(i,total):
        if i==len(nums):
            res.add(total)
            return
        go(i+1,total+nums[i])
        go(i+1,total-nums[i])
    go(0,0)
    return sorted(res)
print(all_sums([1,2,3,4]))
",O(2 ^ n)
"def knap(w,v,cap):
    n=len(w)
    best=[0]
    def dfs(i,curW,curV):
        if curW>cap:
            return
        if i==n:
            if curV>best[0]:
                best[0]=curV
            return
        dfs(i+1,curW+w[i],curV+v[i])
        dfs(i+1,curW,curV)
    dfs(0,0,0)
    return best[0]
print(knap([2,3,4,5],[3,4,5,6],5))
",O(2 ^ n)
"def sums(a):
    cur={0}
    for x in a:
        nxt=set()
        for y in cur:
            nxt.add(y+x)
            nxt.add(y-x)
        cur=nxt
    return cur
print(len(sums([1,3,5,7,9])))
",O(2 ^ n)
"def gen(n):
    out=[]
    def dfs(i,buf):
        if i==n:
            out.append(buf)
            return
        dfs(i+1,buf+'0')
        dfs(i+1,buf+'1')
    dfs(0,'')
    return out
print(len(gen(12)))
",O(2 ^ n)
"def count_prod(nums,k):
    cnt=[0]
    def dfs(i,p):
        if i==len(nums):
            if p<k:
                cnt[0]+=1
            return
        dfs(i+1,p*nums[i])
        dfs(i+1,p)
    dfs(0,1)
    return cnt[0]
print(count_prod([2,3,5,7],50))
",O(2 ^ n)
"def subset_sum(nums, target):
    res = []
    path = []
    def dfs(i, s):
        if s == target:
            res.append(path[:])
        if i == len(nums):
            return
        path.append(nums[i])
        dfs(i+1, s + nums[i])
        path.pop()
        dfs(i+1, s)
    dfs(0, 0)
    return res

print(len(subset_sum([1,2,3,4,5,6], 6)))
",O(2 ^ n)
"def power_set(items):
    out = []
    cur = []
    def back(k):
        if k == len(items):
            out.append(cur[:])
            return
        cur.append(items[k])
        back(k+1)
        cur.pop()
        back(k+1)
    back(0)
    return out

print(len(power_set([1,2,3,4,5,6,7])))
",O(2 ^ n)
"def max_subset_xor(arr):
    n = len(arr)
    best = 0
    for mask in range(1<<n):
        x = 0
        for i in range(n):
            if mask>>i & 1:
                x ^= arr[i]
        if x > best:
            best = x
    return best

print(max_subset_xor([3,5,6,9,10]))
",O(2 ^ n)
"def min_diff_partition(a):
    best = [float('inf')]
    def dfs(i, s1, s2):
        if i == len(a):
            d = abs(s1 - s2)
            if d < best[0]:
                best[0] = d
            return
        dfs(i+1, s1 + a[i], s2)
        dfs(i+1, s1, s2 + a[i])
    dfs(0, 0, 0)
    return best[0]

print(min_diff_partition([7,3,2,5,8]))
",O(2 ^ n)
"def hanoi(n, a, b, c):
    if n == 0:
        return
    hanoi(n-1, a, c, b)
    print(a, '->', c)
    hanoi(n-1, b, a, c)

hanoi(4, 'A', 'B', 'C')
",O(2 ^ n)
"def gray(n):
    if n == 0:
        return ['']
    prev = gray(n-1)
    return ['0'+x for x in prev] + ['1'+x for x in reversed(prev)]

print(len(gray(10)))
",O(2 ^ n)
"def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)

print(fib(25))
",O(2 ^ n)
"def binaries(n):
    res = []
    cur = []
    def rec(k):
        if k == n:
            res.append(''.join(cur))
            return
        cur.append('0')
        rec(k+1)
        cur.pop()
        cur.append('1')
        rec(k+1)
        cur.pop()
    rec(0)
    return res

print(binaries(12)[-1])
",O(2 ^ n)
"def count_subseq(s, t):
    cnt = 0
    def dfs(i, j):
        nonlocal cnt
        if j == len(t):
            cnt += 1
            return
        if i == len(s):
            return
        dfs(i+1, j)
        if s[i] == t[j]:
            dfs(i+1, j+1)
    dfs(0, 0)
    return cnt

print(count_subseq('abracadabra', 'aba'))
",O(2 ^ n)
"def has_subset_sum(nums, target):
    n = len(nums)
    for mask in range(1<<n):
        s = 0
        for i in range(n):
            if mask>>i & 1:
                s += nums[i]
        if s == target:
            return True
    return False

print(has_subset_sum([2,4,6,10], 16))
",O(2 ^ n)
"def target_sum_ways(nums, target):
    ways = 0
    def dfs(i, s):
        nonlocal ways
        if i == len(nums):
            if s == target:
                ways += 1
            return
        dfs(i+1, s + nums[i])
        dfs(i+1, s - nums[i])
    dfs(0, 0)
    return ways

print(target_sum_ways([1,1,1,1,1], 3))
",O(2 ^ n)
"def max_subset_product(arr):
    best = None
    def dfs(i, prod):
        nonlocal best
        if i == len(arr):
            if best is None or prod > best:
                best = prod
            return
        dfs(i+1, prod*arr[i])
        dfs(i+1, prod)
    dfs(0, 1)
    return best

print(max_subset_product([1, -2, 3, 4, -1]))
",O(2 ^ n)
"class SubsetEnumerator:
    def __init__(self, n):
        self.n = n
        self.acc = []
        self.ans = []
    def run(self):
        def go(i):
            if i == self.n:
                self.ans.append(tuple(self.acc))
                return
            self.acc.append(i)
            go(i+1)
            self.acc.pop()
            go(i+1)
        go(0)
        return self.ans

e = SubsetEnumerator(16)
print(len(e.run()))
",O(2 ^ n)
"def sat_exists(clauses, n):
    for mask in range(1<<n):
        ok = True
        for clause in clauses:
            satisfied = False
            for var, sign in clause:
                val = (mask >> var) & 1
                if (val == 1) if sign else (val == 0):
                    satisfied = True
                    break
            if not satisfied:
                ok = False
                break
        if ok:
            return True
    return False

cls = [
    [(0, True), (1, False)],
    [(1, True), (2, True)],
    [(0, False), (2, True)]
]
print(sat_exists(cls, 3))
",O(2 ^ n)
"def subset_sums(a):
    out = []
    def rec(i, s):
        if i == len(a):
            out.append(s)
            return
        rec(i+1, s + a[i])
        rec(i+1, s)
    rec(0, 0)
    return out

print(len(subset_sums(list(range(18)))))
",O(2 ^ n)
"def split_equal(nums):
    n = len(nums)
    total = sum(nums)
    if total % 2:
        return []
    target = total//2
    ans = []
    cur = []
    def dfs(i, s):
        if s == target:
            ans.append(cur[:])
        if i == n:
            return
        cur.append(nums[i])
        dfs(i+1, s + nums[i])
        cur.pop()
        dfs(i+1, s)
    dfs(0, 0)
    return ans

for p in split_equal([1,5,11,5,2,4,6]):
    print(f'{p}')
",O(2 ^ n)
"def unique_subset_ors(a):
    seen = set()
    def dfs(i, cur):
        if i == len(a):
            seen.add(cur)
            return
        dfs(i+1, cur | a[i])
        dfs(i+1, cur)
    dfs(0, 0)
    return seen

print(len(unique_subset_ors([1,2,4,8,16,3])))
",O(2 ^ n)
"def count_assignments(n):
    s = 0
    for mask in range(1<<n):
        a = [(mask>>i)&1 for i in range(n)]
        if (a[0] or a[1]) and (not a[-1] or a[0]):
            s += 1
    return s

print(count_assignments(20))
",O(2 ^ n)
"def power_set(nums):
    res=[]
    path=[]
    def dfs(i):
        if i==len(nums):
            res.append(path[:])
            return
        path.append(nums[i])
        dfs(i+1)
        path.pop()
        dfs(i+1)
    dfs(0)
    return res
print(len(power_set([1,2,3,4,5])))
",O(2 ^ n)
"def fib(n):
    if n<=1:
        return n
    return fib(n-1)+fib(n-2)
print(fib(30))
",O(2 ^ n)
"def count_subsets(nums,target):
    n=len(nums)
    def rec(i,s):
        if i==n:
            return 1 if s==target else 0
        return rec(i+1,s+nums[i])+rec(i+1,s)
    return rec(0,0)
print(count_subsets([1,2,3,4,5,6],10))
",O(2 ^ n)
"def binaries(n):
    out=[]
    def rec(prefix,k):
        if k==n:
            out.append(prefix)
            return
        rec(prefix+'0',k+1)
        rec(prefix+'1',k+1)
    rec('',0)
    return out
b=binaries(5)
print(b[:3]+b[-3:])
",O(2 ^ n)
"def gray(n):
    if n==0:
        return ['']
    prev=gray(n-1)
    return ['0'+x for x in prev]+['1'+x for x in reversed(prev)]
print(gray(3))
",O(2 ^ n)
"def sat(clauses,vars):
    n=len(vars)
    def eval_assignment(assign):
        for clause in clauses:
            ok=False
            for lit in clause:
                if lit.startswith('!'):
                    ok=ok or (not assign[lit[1:]])
                else:
                    ok=ok or assign[lit]
            if not ok:
                return False
        return True
    ans={}
    sols=[]
    def dfs(i):
        if i==n:
            if eval_assignment(ans):
                sols.append(ans.copy())
            return
        ans[vars[i]]=False
        dfs(i+1)
        ans[vars[i]]=True
        dfs(i+1)
    dfs(0)
    return sols
print(len(sat([['a','b'],['!a','c'],['!b','!c']],['a','b','c'])))
",O(2 ^ n)
"def target_sum(nums,goal):
    cnt=0
    def dfs(i,acc):
        nonlocal cnt
        if i==len(nums):
            if acc==goal:
                cnt+=1
            return
        dfs(i+1,acc+nums[i])
        dfs(i+1,acc-nums[i])
    dfs(0,0)
    return cnt
print(target_sum([1,1,2,3],3))
",O(2 ^ n)
"def max_subset_xor(arr):
    best=0
    def dfs(i,x):
        nonlocal best
        if i==len(arr):
            if x>best:
                best=x
            return
        dfs(i+1,x)
        dfs(i+1,x^arr[i])
    dfs(0,0)
    return best
print(max_subset_xor([3,10,5,25,2,8]))
",O(2 ^ n)
"def subsequences(s):
    out=[]
    def rec(i,t):
        if i==len(s):
            out.append(t)
            return
        rec(i+1,t)
        rec(i+1,t+s[i])
    rec(0,'')
    return out
print(len(subsequences('abcdefg')))
",O(2 ^ n)
"def min_partition_diff(a):
    n=len(a)
    total=sum(a)
    best=[abs(total)]
    def dfs(i,acc):
        d=abs(total-2*acc)
        if d<best[0]:
            best[0]=d
        if i==n:
            return
        dfs(i+1,acc+a[i])
        dfs(i+1,acc)
    dfs(0,0)
    return best[0]
print(min_partition_diff([2,7,4,1,8,1]))
",O(2 ^ n)
"def count_subsets_under(nums,limit):
    c=0
    def dfs(i,prod):
        nonlocal c
        if i==len(nums):
            if prod<limit:
                c+=1
            return
        dfs(i+1,prod)
        dfs(i+1,prod*nums[i])
    dfs(0,1)
    return c-1
print(count_subsets_under([1,2,3,4],25))
",O(2 ^ n)
"def letter_case_permutations(s):
    res=[]
    chars=list(s)
    def dfs(i,t):
        if i==len(chars):
            res.append(''.join(t))
            return
        if chars[i].isalpha():
            dfs(i+1,t+[chars[i].lower()])
            dfs(i+1,t+[chars[i].upper()])
        else:
            dfs(i+1,t+[chars[i]])
    dfs(0,[])
    return res
print(len(letter_case_permutations('a1b2c3')))
",O(2 ^ n)
"def subset_sums(a):
    sums=set()
    def rec(i,s):
        if i==len(a):
            sums.add(s)
            return
        rec(i+1,s)
        rec(i+1,s+a[i])
    rec(0,0)
    return sums
print(len(subset_sums([1,3,3,5,7])))
",O(2 ^ n)
"def knap(values,weights,W):
    n=len(values)
    def rec(i,cap):
        if i==n or cap<=0:
            return 0
        take=0
        if weights[i]<=cap:
            take=values[i]+rec(i+1,cap-weights[i])
        skip=rec(i+1,cap)
        return take if take>skip else skip
    return rec(0,W)
print(knap([6,10,12],[1,2,3],5))
",O(2 ^ n)
"def bipartitions(lst):
    res=[]
    n=len(lst)
    part=[False]*n
    def dfs(i):
        if i==n:
            A=[lst[j] for j in range(n) if part[j]]
            B=[lst[j] for j in range(n) if not part[j]]
            res.append((A,B))
            return
        part[i]=False
        dfs(i+1)
        part[i]=True
        dfs(i+1)
    dfs(0)
    return res
print(len(bipartitions([1,2,3,4])))
",O(2 ^ n)
"class Expr:
    def addOperators(self, digits, target):
        res=[]
        def dfs(i,cur,expr):
            if i==len(digits):
                if cur==target:
                    res.append(expr)
                return
            dfs(i+1,cur+digits[i],expr+'+'+str(digits[i]))
            dfs(i+1,cur-digits[i],expr+'-'+str(digits[i]))
        if digits:
            dfs(1,digits[0],str(digits[0]))
        return res
print(len(Expr().addOperators([1,2,3,4,5],3)))
",O(2 ^ n)
"def all_signings(nums):
    out=[]
    def dfs(i,cur):
        if i==len(nums):
            out.append(tuple(cur))
            return
        cur.append(nums[i])
        dfs(i+1,cur)
        cur[-1]=-nums[i]
        dfs(i+1,cur)
        cur.pop()
    dfs(0,[])
    return out
print(all_signings([2,4,6])[:4])
",O(2 ^ n)
"def count_subsets(nums, target):
    n = len(nums)
    def dfs(i, total):
        if i == n:
            return 1 if total == target else 0
        return dfs(i + 1, total) + dfs(i + 1, total + nums[i])
    return dfs(0, 0)

count_subsets([1,2,3,4], 5)
",O(2 ^ n)
"class PowerSet:
    def __init__(self, a):
        self.a = a
        self.res = []
        self.cur = []
    def run(self, i=0):
        if i == len(self.a):
            self.res.append(self.cur[:])
            return
        self.cur.append(self.a[i])
        self.run(i + 1)
        self.cur.pop()
        self.run(i + 1)
    def result(self):
        self.run()
        return self.res

PowerSet([1,2,3]).result()
",O(2 ^ n)
"def binaries(n):
    out = []
    s = ['0'] * n
    def rec(i):
        if i == n:
            out.append(''.join(s))
            return
        s[i] = '0'
        rec(i + 1)
        s[i] = '1'
        rec(i + 1)
    rec(0)
    return out

binaries(4)
",O(2 ^ n)
"def fib(n):
    if n <= 1:
        return n
    return fib(n - 1) + fib(n - 2)

fib(30)
",O(2 ^ n)
